65624956, data, Perlin, 15.66408872009827, 46.53649705480763, 2025-01-18T19:32:50.080055200, 677aede09bddc8cdbff7c897 Andraz
92905976, data, Perlin, 15.66550040406791, 46.53592163002667, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
89418838, data, Perlin, 15.663458960413822, 46.534188900317154, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
92887535, data, Perlin, 15.663107843660695, 46.536050409815516, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
84553630, data, Perlin, 15.663914537689095, 46.53592816523652, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
99574213, data, Perlin, 15.663680335643347, 46.53600896334231, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
70035878, data, Perlin, 15.664631853275756, 46.53406167830369, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
53873001, data, Perlin, 15.662905755978402, 46.53632278846693, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
55375270, data, Perlin, 15.664189192464336, 46.53409186137124, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
95859578, data, Perlin, 15.665933259183872, 46.53493088124526, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
87845082, data, Perlin, 15.66266250671371, 46.5341141219207, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
98353951, data, Perlin, 15.664767941716109, 46.53471163656428, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
91749022, data, Perlin, 15.663585077313469, 46.533426248783584, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
98058486, data, Perlin, 15.665463351963707, 46.53351161168348, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
78903210, data, Perlin, 15.663688858131046, 46.53520767461843, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
62032191, data, Perlin, 15.666141359511762, 46.535689350210525, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
88772871, data, Perlin, 15.664579644591495, 46.5350174243397, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
75599692, data, Perlin, 15.66235799028052, 46.53347261191888, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
95027099, data, Perlin, 15.66320839583793, 46.53359649262019, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
93906248, data, Perlin, 15.66299449907662, 46.53437048184063, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
58835172, data, Perlin, 15.664556482925933, 46.53330667142111, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
53461779, data, Perlin, 15.664166540236915, 46.53466408671773, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
56297441, data, Perlin, 15.665245154088542, 46.53415058449784, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
54102550, data, Perlin, 15.662865921242178, 46.5331217427194, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
72295113, data, Perlin, 15.6659964372922, 46.53494906835647, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
91829061, data, Perlin, 15.664238130657267, 46.53652340699577, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
82169159, data, Perlin, 15.662368591330178, 46.53642336444327, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
59443373, data, Perlin, 15.662318458863876, 46.53325026208721, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
93929386, data, Perlin, 15.66478717961774, 46.53546214617654, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
60066897, data, Perlin, 15.664667945642515, 46.53497192126094, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
77913504, data, Perlin, 15.663286718833, 46.53402474525257, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
61380485, data, Perlin, 15.662816208103333, 46.536174151455, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
58443749, data, Perlin, 15.665135662569984, 46.53595323882833, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
52006534, data, Perlin, 15.664822352521428, 46.53343406566409, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
60742364, data, Perlin, 15.662852406088577, 46.535017288026765, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
54000374, data, Perlin, 15.662637968915767, 46.533472961384746, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
90975930, data, Perlin, 15.663732872135721, 46.53396418942484, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
58038286, data, Perlin, 15.662425964648836, 46.534049631447225, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
67461345, data, Perlin, 15.663391789502054, 46.53609464139485, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
99253757, data, Perlin, 15.665566031394851, 46.53324754054333, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
90024351, data, Perlin, 15.662367949041856, 46.53635080149642, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
55136089, data, Perlin, 15.664374163498005, 46.536449603714466, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
74006871, data, Perlin, 15.662836664597515, 46.53619536851825, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
99193864, data, Perlin, 15.664501086582215, 46.53521918097182, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
91752298, data, Perlin, 15.665801676053707, 46.5341702144189, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
89378778, data, Perlin, 15.664339025901313, 46.53398801312836, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
61334222, data, Perlin, 15.663957663016303, 46.53530260494726, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
85720150, data, Perlin, 15.662868153563121, 46.53584854211416, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
67312365, data, Perlin, 15.6624347347864, 46.53322025790711, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
98930301, data, Perlin, 15.665107102261427, 46.534461776814794, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
63855842, data, Perlin, 15.665234325072458, 46.5337661443359, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
56367073, data, Perlin, 15.66399118402241, 46.535210376874616, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
61307755, data, Perlin, 15.665030628489115, 46.53333679404822, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
65906921, data, Perlin, 15.662915798191804, 46.533702558051125, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
79128402, data, Perlin, 15.665231714654707, 46.53432182058783, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
90619030, data, Perlin, 15.663077043417639, 46.53356725918602, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
65862542, data, Perlin, 15.663700272838806, 46.53543452876619, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
51358512, data, Perlin, 15.66590116768556, 46.536479209564355, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
83497335, data, Perlin, 15.663737091671623, 46.53636287210242, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
65353623, data, Perlin, 15.664916506173121, 46.53594425466856, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
53249842, data, Perlin, 15.664142665734573, 46.534076979873774, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
92882792, data, Perlin, 15.662456039246484, 46.535748294083376, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
91223117, data, Perlin, 15.665179323188951, 46.534685586350584, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
69813795, data, Perlin, 15.662470586448093, 46.53332778205396, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
63811545, data, Perlin, 15.664114379851437, 46.53557863546587, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
77764466, data, Perlin, 15.663605615395216, 46.53656111023689, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
75383204, data, Perlin, 15.664164770733674, 46.535360015686926, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
73351442, data, Perlin, 15.662547098714297, 46.53522546182718, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
65873068, data, Perlin, 15.663030968348634, 46.534559109350994, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
85722464, data, Perlin, 15.664346865296373, 46.53447051029085, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
50897700, data, Perlin, 15.66446377797401, 46.53341246798337, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
66919197, data, Perlin, 15.66441910856381, 46.53404676300037, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
53548012, data, Perlin, 15.665374641886203, 46.53584487562247, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
83793510, data, Perlin, 15.66307075226874, 46.53382755476035, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
81676126, data, Perlin, 15.663895230032093, 46.53591090308304, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
95910407, data, Perlin, 15.662378399398921, 46.536182576887285, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
93633249, data, Perlin, 15.664429343591895, 46.535202355726746, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
78502682, data, Perlin, 15.664514241556015, 46.53463010608272, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
73469418, data, Perlin, 15.663203688022627, 46.533170901535094, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
81444713, data, Perlin, 15.662970568256515, 46.535186656650836, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
94473478, data, Perlin, 15.665718143299369, 46.53610243134383, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
90288953, data, Perlin, 15.663771899208044, 46.53560658490307, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
60392311, data, Perlin, 15.662735553452075, 46.53369557319819, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
67381817, data, Perlin, 15.663202450776032, 46.536110405019485, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
62525316, data, Perlin, 15.662673986318685, 46.53529522754016, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
75422445, data, Perlin, 15.665048113080498, 46.535618490327536, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
99533647, data, Perlin, 15.663752807786066, 46.533327016745325, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
65441478, data, Perlin, 15.664432225244708, 46.533526513587354, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
98638151, data, Perlin, 15.662497543824319, 46.533649205346286, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
93116968, data, Perlin, 15.663640288559769, 46.53499463852119, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
72627211, data, Perlin, 15.665607097987928, 46.534968274091604, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
52395533, data, Perlin, 15.66590580342094, 46.53560645602552, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
82108578, data, Perlin, 15.665495633010462, 46.53528315033575, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
73103031, data, Perlin, 15.662410726008485, 46.53453002346221, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
66049178, data, Perlin, 15.664202838856292, 46.5341861014371, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
68187823, data, Perlin, 15.665319847931345, 46.53523917427648, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
50292473, data, Perlin, 15.66369931851009, 46.53393413694967, 2025-01-18T19:32:50.102205800, 677aede09bddc8cdbff7c897 Andraz
78327052, data, Perlin, 15.662897447494691, 46.533167346422175, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
71495851, data, Perlin, 15.664997598174686, 46.536252390660614, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
61690512, data, Perlin, 15.665177646077906, 46.53606961815032, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
82730805, data, Perlin, 15.666096481043752, 46.53599604373499, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
73414883, data, Perlin, 15.665414619541094, 46.53650818411467, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
69355439, data, Perlin, 15.662317258631182, 46.536512846082495, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
65613697, data, Perlin, 15.663386561271297, 46.53608732625135, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
81067143, data, Perlin, 15.663062884753504, 46.53372843528469, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
87875126, data, Perlin, 15.664904947390054, 46.534627671630375, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
64543694, data, Perlin, 15.66250286690413, 46.5336557422529, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
78743463, data, Perlin, 15.663676291491178, 46.5341159425633, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
97356526, data, Perlin, 15.664977470078421, 46.53372142266947, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
75150096, data, Perlin, 15.664263775487742, 46.53326673247171, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
89644026, data, Perlin, 15.66271479834815, 46.53651395133592, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
75815067, data, Perlin, 15.664381136294637, 46.53412159372632, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
98025253, data, Perlin, 15.662691411576562, 46.53644023391075, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
86174513, data, Perlin, 15.665136151465676, 46.53419000529166, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
80618596, data, Perlin, 15.66379198305369, 46.53390061558365, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
82383115, data, Perlin, 15.665420053717263, 46.535605661923064, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
71224918, data, Perlin, 15.665643325439236, 46.53373699567568, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
94467691, data, Perlin, 15.665563072767158, 46.53598620586637, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
65925037, data, Perlin, 15.66536030002449, 46.53362932678236, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
56628424, data, Perlin, 15.665266110578957, 46.53585700041975, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
67651035, data, Perlin, 15.6652135417334, 46.5359280709503, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
89954834, data, Perlin, 15.66267917742937, 46.53452388786175, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
69249851, data, Perlin, 15.662849740263303, 46.5359935828399, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
98775430, data, Perlin, 15.665933084301463, 46.53452202760602, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
95272592, data, Perlin, 15.663140477483743, 46.53387864132901, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
85091915, data, Perlin, 15.664452229786558, 46.53597939287333, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
60441601, data, Perlin, 15.662758006262857, 46.53602881661388, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
78224857, data, Perlin, 15.663201491050934, 46.53633882191908, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
89695858, data, Perlin, 15.664066052989524, 46.536339490043915, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
97809855, data, Perlin, 15.662753735440445, 46.53622042663365, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
93200915, data, Perlin, 15.664830494176428, 46.5346379219791, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
86862913, data, Perlin, 15.662787780518501, 46.53527391384564, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
89123860, data, Perlin, 15.6648818680274, 46.53573768255112, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
50240319, data, Perlin, 15.665553414247778, 46.53387431979091, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
99752249, data, Perlin, 15.663413131752545, 46.5351287411472, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
92927408, data, Perlin, 15.663130266228956, 46.534748563001294, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
65391391, data, Perlin, 15.662485809105082, 46.53414717846452, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
79720144, data, Perlin, 15.664513130113264, 46.53403687175358, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
74857854, data, Perlin, 15.66252986372219, 46.534347606291576, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
65298770, data, Perlin, 15.664867650022844, 46.534519372871216, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
59572110, data, Perlin, 15.663173209305672, 46.53652523188211, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
54690445, data, Perlin, 15.66581267919015, 46.53508456781966, 2025-01-18T19:32:50.103204900, 677aede09bddc8cdbff7c897 Andraz
89592799, data, Perlin, 15.6639820477715, 46.536318767164445, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
57453957, data, Perlin, 15.664973178050806, 46.535913009134696, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
52817520, data, Perlin, 15.664754057853756, 46.53561179811709, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
68830973, data, Perlin, 15.662853164628942, 46.534840183552355, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
84098076, data, Perlin, 15.665356827074342, 46.53407684649976, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
90360461, data, Perlin, 15.665494421855067, 46.53399386060237, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
81890403, data, Perlin, 15.662890231989955, 46.535789197937405, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
53689091, data, Perlin, 15.664870687678109, 46.53314960875136, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
91993717, data, Perlin, 15.662850206083624, 46.5354724130526, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
63553799, data, Perlin, 15.664457470844317, 46.53376769551027, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
94567776, data, Perlin, 15.664659263532753, 46.536173182307365, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
58602870, data, Perlin, 15.663799861885936, 46.53495714145635, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
57022703, data, Perlin, 15.663516506433325, 46.53476949394383, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
55492736, data, Perlin, 15.663685931047732, 46.53492951433717, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
59127456, data, Perlin, 15.662626230938544, 46.53420350138667, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
98806616, data, Perlin, 15.663930202762744, 46.5348069723428, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
86402940, data, Perlin, 15.666012879752165, 46.53378900616961, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
68290844, data, Perlin, 15.662346555330704, 46.535037408757155, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
87265982, data, Perlin, 15.66593927255362, 46.53403316512672, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
72094086, data, Perlin, 15.664455349204198, 46.535661650737836, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
84453968, data, Perlin, 15.662891116636763, 46.533751741178435, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
56735738, data, Perlin, 15.664873147663165, 46.535898118693225, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
89271895, data, Perlin, 15.663615140418484, 46.53341945196368, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
85026283, data, Perlin, 15.666072322093575, 46.53543376000733, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
81722720, data, Perlin, 15.662755505444235, 46.53499263185242, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
56255688, data, Perlin, 15.665730971113883, 46.5346703596681, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
66574295, data, Perlin, 15.663037044057585, 46.53541736918403, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
90884092, data, Perlin, 15.665008463678658, 46.5360874169811, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
99103583, data, Perlin, 15.663382294886045, 46.533135655018974, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
85420154, data, Perlin, 15.66513132043811, 46.53509439081976, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
81364707, data, Perlin, 15.663419597353432, 46.53508751594484, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
90817268, data, Perlin, 15.664547950332045, 46.53623477829414, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
78457999, data, Perlin, 15.664638752232527, 46.533120784688954, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
80727477, data, Perlin, 15.662391027322693, 46.5355277996643, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
56833273, data, Perlin, 15.662312729846228, 46.53344832954266, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
94951820, data, Perlin, 15.66533007584216, 46.535888874932596, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
64515565, data, Perlin, 15.665549281087308, 46.535938098416985, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
87988332, data, Perlin, 15.665165954401441, 46.53438028520473, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
85456645, data, Perlin, 15.664370470843426, 46.533848909544076, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
86196372, data, Perlin, 15.665725065480446, 46.53617169087197, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
60659840, data, Perlin, 15.663295547269255, 46.53334253227054, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
66420299, data, Perlin, 15.66582845600989, 46.5343713161914, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
89624002, data, Perlin, 15.664600250466119, 46.536245290536385, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
53737108, data, Perlin, 15.66601793428522, 46.53554534502788, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
70539022, data, Perlin, 15.665436629195506, 46.535077485909895, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
50595644, data, Perlin, 15.666100510893546, 46.53621176910769, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
86952415, data, Perlin, 15.663268791634376, 46.536477236729866, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
62397499, data, Perlin, 15.664352496683783, 46.535402961679615, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
52305500, data, Perlin, 15.664634331578654, 46.53313019476577, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
91085791, data, Perlin, 15.665169285431586, 46.53476152631893, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
85687580, data, Perlin, 15.663726765488532, 46.53629728605297, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
95119142, data, Perlin, 15.664773931245179, 46.53317992112507, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
62030799, data, Perlin, 15.66568033488696, 46.536145683046826, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
93141335, data, Perlin, 15.662718450104617, 46.53628111464674, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
71001144, data, Perlin, 15.664488027268595, 46.53582128433037, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
84631489, data, Perlin, 15.664730736767012, 46.53510505655595, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
93064824, data, Perlin, 15.66291408835412, 46.5336322160445, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
79007239, data, Perlin, 15.665930234606417, 46.53443143087846, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
79923101, data, Perlin, 15.664426202013425, 46.535656220329976, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
68061946, data, Perlin, 15.662428408343503, 46.53334801073857, 2025-01-18T19:32:50.103710700, 677aede09bddc8cdbff7c897 Andraz
